dataset,method,gamma,accuracy,runtime_s,train_size,test_size,n_classes
BME,sdtw_div,3.0,0.64,0.8891222476959229,30,150,3
BME,sharp_sdtw_div,3.0,0.6266666666666667,1.7976727485656738,30,150,3
BME,sdtw_div,5.0,0.64,0.8347337245941162,30,150,3
BME,sharp_sdtw_div,5.0,0.6266666666666667,1.1989531517028809,30,150,3
BME,sdtw_div,7.0,0.64,0.7277235984802246,30,150,3
BME,sharp_sdtw_div,7.0,0.6333333333333333,1.1608164310455322,30,150,3
BME,sdtw_div,10.0,0.64,0.7140312194824219,30,150,3
BME,sharp_sdtw_div,10.0,0.64,1.049429178237915,30,150,3
FreezerRegularTrain,sdtw_div,0.5,0.7652631578947369,91.4303994178772,150,2850,2
WordSynonyms,sharp_sdtw_div,10.0,0.5094043887147336,225.45853424072263,267,638,25
FreezerRegularTrain,sharp_sdtw_div,0.5,0.7642105263157895,153.12218689918518,150,2850,2
FreezerRegularTrain,sdtw_div,1.0,0.7656140350877193,55.988816022872925,150,2850,2
FreezerRegularTrain,sharp_sdtw_div,1.0,0.7684210526315789,175.01244401931763,150,2850,2
Earthquakes,sharp_sdtw_div,1.0,0.5611510791366906,595.3326904773712,322,139,2
FreezerRegularTrain,sdtw_div,3.0,0.7659649122807017,49.49464964866638,150,2850,2
FreezerRegularTrain,sharp_sdtw_div,3.0,0.7712280701754386,144.80892610549927,150,2850,2
FreezerRegularTrain,sdtw_div,5.0,0.767719298245614,43.32693600654602,150,2850,2
FreezerRegularTrain,sharp_sdtw_div,5.0,0.7680701754385965,63.260401010513306,150,2850,2
FreezerRegularTrain,sdtw_div,7.0,0.7680701754385965,42.25744819641113,150,2850,2
FreezerRegularTrain,sharp_sdtw_div,7.0,0.7652631578947369,53.75736403465271,150,2850,2
FreezerRegularTrain,sdtw_div,10.0,0.767719298245614,42.22599482536316,150,2850,2
FreezerRegularTrain,sharp_sdtw_div,10.0,0.7663157894736842,50.60847187042236,150,2850,2
Chinatown,sharp_sdtw_div,1.0,0.8833819241982507,0.0785596370697021,20,343,2
Earthquakes,sdtw_div,7.0,0.6834532374100719,503.80589962005615,322,139,2
Earthquakes,sharp_sdtw_div,7.0,0.7338129496402878,888.4846420288086,322,139,2
Earthquakes,sdtw_div,3.0,0.6618705035971223,348.7953872680664,322,139,2
Earthquakes,sdtw_div,10.0,0.6115107913669064,402.335725069046,322,139,2
Earthquakes,sharp_sdtw_div,3.0,0.5611510791366906,658.1573214530945,322,139,2
Earthquakes,sharp_sdtw_div,10.0,0.6834532374100719,833.9372627735138,322,139,2
Earthquakes,sdtw_div,5.0,0.7194244604316546,402.9757356643677,322,139,2
Earthquakes,sharp_sdtw_div,5.0,0.5899280575539568,751.0219211578369,322,139,2
